#         t          x          y          z         vx         vy         vz
      0.000   -377.690    611.450   -284.630     72.580    -72.710     49.860
      0.014   -376.640    610.410   -283.920     73.360    -73.590     51.630
      0.029   -375.600    609.370   -283.200     72.740    -74.380     52.720
      0.043   -374.570    608.330   -282.490     71.470    -73.830     53.010
      0.057   -373.540    607.290   -281.770     71.360    -74.050     51.980
      0.071   -372.500    606.250   -281.070     73.110    -74.220     50.420
      0.086   -371.430    605.200   -280.380     73.880    -74.980     50.610
      0.100   -370.370    604.130   -279.680     73.970    -76.340     51.460
      0.114   -369.300    603.060   -278.980     74.200    -76.680     51.460
      0.129   -368.230    601.980   -278.280     73.100    -77.170     49.850
      0.143   -367.150    600.900   -277.590     75.390    -76.860     50.590
      0.157   -366.070    599.810   -276.880     75.470    -78.150     51.970
      0.171   -364.990    598.720   -276.170     75.610    -78.140     52.390
      0.186   -363.900    597.620   -275.460     75.810    -77.940     52.720
      0.200   -362.820    596.520   -274.740     76.030    -78.370     52.880
      0.214   -361.740    595.420   -274.020     75.320    -78.630     53.100
      0.229   -360.680    594.310   -273.290     73.870    -78.520     52.970
      0.243   -359.630    593.210   -272.570     72.210    -77.710     51.630
      0.257   -358.580    592.110   -271.880     73.090    -77.680     49.520
      0.271   -357.520    591.000   -271.190     74.480    -78.740     50.810
      0.286   -356.460    589.870   -270.480     72.320    -81.240     51.850
      0.300   -355.410    588.730   -269.760     71.450    -80.970     52.240
      0.314   -354.370    587.580   -269.060     71.100    -79.330     49.450
      0.329   -353.330    586.450   -268.360     72.090    -80.270     49.750
      0.343   -352.290    585.310   -267.670     70.600    -80.920     50.070
      0.357   -351.270    584.160   -266.970     69.630    -81.060     49.350
      0.371   -350.270    583.000   -266.280     69.710    -82.130     49.380
      0.386   -349.250    581.840   -265.600     69.960    -82.640     49.750
      0.400   -348.240    580.670   -264.910     69.380    -82.230     49.170
      0.414   -347.230    579.490   -264.220     68.660    -82.150     48.940
      0.429   -346.230    578.310   -263.540     67.930    -82.300     47.160
      0.443   -345.230    577.120   -262.870     68.040    -82.050     44.740
      0.457   -344.250    575.930   -262.210     66.090    -81.660     44.100
      0.471   -343.280    574.730   -261.550     67.680    -82.000     43.510
      0.486   -342.300    573.530   -260.880     69.380    -82.650     44.320
      0.500   -341.310    572.330   -260.220     69.450    -82.630     43.290
      0.514   -340.330    571.110   -259.540     68.920    -84.220     45.420
      0.529   -339.360    569.900   -258.860     67.220    -83.490     44.850
      0.543   -338.400    568.680   -258.190     67.100    -83.310     43.600
      0.557   -337.450    567.460   -257.520     66.900    -83.450     44.670
      0.571   -336.500    566.240   -256.840     66.220    -84.580     45.580
      0.586   -335.570    565.020   -256.150     65.400    -83.760     44.780
      0.600   -334.650    563.810   -255.480     65.850    -83.570     44.200
      0.614   -333.740    562.600   -254.810     64.390    -82.820     45.300
      0.629   -332.850    561.410   -254.140     62.660    -82.660     43.650
      0.643   -331.980    560.210   -253.490     62.750    -83.520     44.070
      0.657   -331.120    559.020   -252.850     62.040    -82.590     43.880
      0.671   -330.260    557.840   -252.200     61.470    -83.320     43.240
      0.686   -329.420    556.660   -251.570     60.030    -82.590     43.410
      0.700   -328.590    555.490   -250.950     58.740    -81.940     42.910
      0.714   -327.770    554.330   -250.340     58.690    -81.320     42.010
      0.729   -326.960    553.170   -249.740     58.110    -82.460     43.440
      0.743   -326.160    552.010   -249.130     55.500    -81.650     42.590
      0.757   -325.370    550.860   -248.530     55.570    -80.650     42.270
      0.771   -324.580    549.710   -247.930     55.070    -80.950     43.250
      0.786   -323.810    548.560   -247.320     52.150    -81.420     43.380
      0.800   -323.070    547.420   -246.710     50.090    -79.640     42.780
      0.814   -322.340    546.290   -246.130     49.620    -79.640     41.850
      0.829   -321.610    545.170   -245.540     48.930    -77.650     43.640
      0.843   -320.900    544.070   -244.950     46.460    -76.970     42.310
      0.857   -320.190    542.980   -244.380     46.350    -75.740     42.000
      0.871   -319.510    541.890   -243.800     44.710    -74.420     41.530
      0.886   -318.830    540.830   -243.220     45.080    -72.730     39.320
      0.900   -318.150    539.770   -242.660     45.580    -72.350     39.020
      0.914   -317.480    538.720   -242.080     45.950    -73.090     41.140
      0.929   -316.810    537.670   -241.480     45.790    -71.330     39.800
      0.943   -316.160    536.640   -240.890     44.840    -70.400     39.820
      0.957   -315.510    535.620   -240.280     46.890    -70.830     40.820
      0.971   -314.850    534.580   -239.660     46.370    -71.620     42.170
      0.986   -314.210    533.550   -239.010     46.120    -68.560     43.430
      1.000   -313.560    532.560   -238.370     45.210    -68.610     43.080
      1.014   -312.920    531.560   -237.730     43.160    -68.290     43.150
      1.029   -312.300    530.570   -237.070     42.210    -67.920     45.350
      1.043   -311.670    529.590   -236.410     43.320    -66.530     45.450
      1.057   -311.030    528.620   -235.750     42.500    -66.690     48.300
      1.071   -310.400    527.670   -235.080     42.960    -66.800     48.200
      1.086   -309.760    526.730   -234.390     41.800    -64.280     50.020
      1.100   -309.130    525.800   -233.700     43.770    -64.400     49.700
      1.114   -308.480    524.870   -233.000     44.130    -63.610     49.560
      1.129   -307.820    523.940   -232.290     45.390    -63.410     49.380
      1.143   -307.160    523.020   -231.570     45.310    -64.020     49.850
      1.157   -306.510    522.100   -230.860     45.260    -63.840     49.710
      1.171   -305.860    521.180   -230.120     45.700    -63.740     51.300
      1.186   -305.200    520.280   -229.390     46.090    -62.620     51.980
      1.200   -304.540    519.400   -228.640     47.420    -62.110     52.850
      1.214   -303.860    518.510   -227.890     47.990    -63.350     54.080
      1.229   -303.180    517.610   -227.110     47.780    -63.760     56.640
      1.243   -302.490    516.710   -226.320     47.620    -63.120     56.930
      1.257   -301.800    515.820   -225.530     47.350    -63.290     57.320
      1.271   -301.120    514.930   -224.730     47.220    -61.370     56.870
      1.286   -300.420    514.050   -223.930     48.560    -62.310     56.780
      1.300   -299.720    513.160   -223.120     49.270    -61.780     57.590
      1.314   -298.990    512.280   -222.310     50.170    -61.950     57.580
      1.329   -298.270    511.410   -221.480     50.770    -60.290     59.440
      1.343   -297.540    510.550   -220.650     51.120    -60.540     58.880
      1.357   -296.790    509.690   -219.820     52.680    -61.410     59.180
      1.371   -296.050    508.810   -218.980     53.470    -62.540     60.250
      1.386   -295.290    507.920   -218.130     52.770    -62.910     61.030
      1.400   -294.530    507.040   -217.260     54.350    -62.500     62.100
      1.414   -293.770    506.160   -216.380     54.400    -62.600     62.240
      1.429   -292.990    505.280   -215.510     55.660    -62.300     62.080
      1.443   -292.200    504.400   -214.620     56.980    -63.680     63.770
      1.457   -291.390    503.500   -213.730     56.910    -63.950     64.270
      1.471   -290.570    502.600   -212.830     57.200    -64.070     64.940
      1.486   -289.740    501.710   -211.930     57.630    -61.480     63.830
      1.500   -288.910    500.830   -211.040     57.540    -62.440     62.280
      1.514   -288.080    499.930   -210.150     57.800    -61.820     62.580
      1.529   -287.240    499.050   -209.260     57.740    -62.470     62.500
      1.543   -286.400    498.150   -208.360     58.270    -61.790     63.200
      1.557   -285.550    497.260   -207.450     60.330    -62.960     63.790
      1.571   -284.680    496.350   -206.540     60.370    -62.970     64.080
      1.586   -283.800    495.450   -205.630     61.130    -63.070     63.470
      1.600   -282.910    494.540   -204.710     62.780    -63.840     64.180
      1.614   -282.010    493.610   -203.780     62.460    -64.530     65.200
      1.629   -281.110    492.690   -202.840     62.920    -63.970     65.430
      1.643   -280.200    491.770   -201.900     63.960    -63.630     63.930
      1.657   -279.280    490.840   -200.960     65.400    -65.020     64.600
      1.671   -278.350    489.900   -200.010     66.910    -65.090     64.880
      1.686   -277.420    488.960   -199.050     68.260    -66.980     65.440
      1.700   -276.470    487.990   -198.090     69.530    -68.040     65.410
      1.714   -275.500    487.020   -197.120     70.390    -68.520     66.220
      1.729   -274.530    486.050   -196.140     72.060    -68.940     66.440
      1.743   -273.540    485.070   -195.150     72.520    -69.340     67.630
      1.757   -272.550    484.090   -194.160     72.170    -69.590     68.830
      1.771   -271.560    483.110   -193.160     73.370    -69.110     67.770
      1.786   -270.550    482.130   -192.180     73.320    -68.520     67.440
      1.800   -269.540    481.160   -191.200     74.230    -69.110     68.920
      1.814   -268.520    480.180   -190.210     74.820    -70.050     68.850
      1.829   -267.490    479.190   -189.220     75.750    -70.530     69.190
      1.843   -266.450    478.200   -188.230     75.480    -70.200     69.410
      1.857   -265.400    477.220   -187.240     75.780    -70.480     70.330
      1.871   -264.350    476.220   -186.250     77.060    -71.390     70.760
      1.886   -263.280    475.220   -185.250     76.730    -69.910     70.350
      1.900   -262.210    474.230   -184.250     78.640    -71.820     71.010
      1.914   -261.120    473.210   -183.240     78.790    -72.480     72.270
      1.929   -260.030    472.200   -182.240     79.220    -73.630     71.510
      1.943   -258.930    471.170   -181.230     78.740    -74.040     73.530
      1.957   -257.830    470.140   -180.220     78.000    -73.450     74.180
      1.971   -256.730    469.120   -179.210     78.190    -73.720     71.700
      1.986   -255.620    468.080   -178.210     78.890    -73.620     69.970
      2.000   -254.500    467.040   -177.220     78.880    -73.750     71.020
      2.014   -253.370    466.010   -176.220     79.250    -73.170     70.810
      2.029   -252.230    464.950   -175.210     79.530    -75.230     71.340
      2.043   -251.090    463.880   -174.210     80.370    -76.750     70.250
      2.057   -249.930    462.780   -173.200     81.570    -77.490     71.830
      2.071   -248.760    461.690   -172.170     83.170    -77.380     71.830
      2.086   -247.570    460.580   -171.150     82.810    -78.040     71.010
      2.100   -246.380    459.460   -170.120     83.350    -79.080     72.830
      2.114   -245.180    458.330   -169.080     83.990    -79.520     73.480
      2.129   -243.970    457.200   -168.040     83.620    -79.100     73.380
      2.143   -242.760    456.060   -167.000     84.540    -80.290     72.460
      2.157   -241.540    454.910   -165.970     85.630    -79.510     71.960
      2.171   -240.290    453.750   -164.930     87.390    -82.240     73.830
      2.186   -239.050    452.580   -163.870     86.030    -82.120     74.470
      2.200   -237.810    451.400   -162.810     85.850    -81.580     73.370
      2.214   -236.570    450.220   -161.760     86.410    -81.680     72.850
      2.229   -235.330    449.040   -160.700     87.560    -82.050     73.750
      2.243   -234.090    447.850   -159.620     87.900    -81.800     73.390
      2.257   -232.840    446.660   -158.560     87.930    -82.250     72.570
      2.271   -231.590    445.460   -157.490     89.480    -82.480     73.920
      2.286   -230.330    444.250   -156.410     89.220    -84.300     72.940
      2.300   -229.080    443.040   -155.330     89.300    -83.420     72.970
      2.314   -227.820    441.830   -154.260     90.680    -83.350     71.700
      2.329   -226.530    440.610   -153.200     92.740    -85.140     72.190
      2.343   -225.250    439.380   -152.140     91.690    -85.790     71.580
      2.357   -223.970    438.150   -151.090     92.660    -86.950     71.150
      2.371   -222.680    436.890   -150.030     92.030    -88.850     72.760
      2.386   -221.400    435.620   -148.960     90.600    -89.990     72.570
      2.400   -220.140    434.340   -147.900     89.190    -90.610     73.130
      2.414   -218.870    433.050   -146.840     89.730    -91.950     72.720
      2.429   -217.600    431.750   -145.780     89.120    -91.510     73.090
      2.443   -216.330    430.440   -144.720     88.930    -92.020     72.990
      2.457   -215.060    429.130   -143.660     89.210    -91.550     72.640
      2.471   -213.780    427.800   -142.600     89.970    -92.740     73.140
      2.486   -212.510    426.470   -141.540     88.760    -94.240     72.680
      2.500   -211.230    425.120   -140.480     89.890    -94.130     73.370
      2.514   -209.940    423.760   -139.410     90.950    -94.870     72.770
      2.529   -208.640    422.400   -138.350     91.860    -95.500     73.700
      2.543   -207.340    421.030   -137.270     93.090    -96.980     75.300
      2.557   -206.030    419.640   -136.190     92.560    -96.690     74.750
      2.571   -204.720    418.270   -135.120     92.900    -96.480     73.850
      2.586   -203.410    416.880   -134.060     92.180    -97.800     73.480
      2.600   -202.100    415.480   -132.990     92.360    -97.300     73.580
      2.614   -200.790    414.080   -131.930     92.660    -97.840     73.890
      2.629   -199.470    412.680   -130.860     92.910    -97.900     74.310
      2.643   -198.150    411.270   -129.790     90.790    -98.290     74.630
      2.657   -196.850    409.870   -128.720     91.320    -96.030     74.400
      2.671   -195.520    408.470   -127.640     92.570    -96.520     73.960
      2.686   -194.190    407.070   -126.580     92.760    -96.450     73.330
      2.700   -192.840    405.660   -125.510     94.050    -97.210     72.790
      2.714   -191.490    404.240   -124.450     94.460    -98.630     72.910
      2.729   -190.140    402.810   -123.390     94.900   -100.430     74.100
      2.743   -188.780    401.360   -122.320     94.830   -100.750     74.420
      2.757   -187.420    399.920   -121.240     95.190   -101.360     75.230
      2.771   -186.040    398.460   -120.160     95.410   -101.140     76.270
      2.786   -184.680    397.010   -119.080     94.300   -100.630     75.060
      2.800   -183.310    395.550   -118.000     95.120   -101.360     74.700
      2.814   -181.930    394.080   -116.910     96.460   -102.680     76.150
      2.829   -180.550    392.600   -115.810     95.980   -102.660     77.260
      2.843   -179.170    391.120   -114.710     95.770   -103.710     76.580
      2.857   -177.780    389.620   -113.610     96.760   -104.750     77.050
      2.871   -176.390    388.110   -112.490     97.220   -104.590     78.510
      2.886   -174.990    386.590   -111.370     96.400   -105.740     78.360
      2.900   -173.590    385.060   -110.240     96.190   -105.920     77.200
      2.914   -172.200    383.520   -109.110     95.620   -105.820     78.390
      2.929   -170.790    381.980   -107.980     96.650   -105.780     77.820
      2.943   -169.400    380.430   -106.840     95.660   -107.780     78.000
      2.957   -168.010    378.860   -105.700     95.660   -107.420     78.160
      2.971   -166.600    377.290   -104.560     96.770   -108.200     77.940
      2.986   -165.190    375.700   -103.410     97.100   -110.610     79.270
      3.000   -163.790    374.090   -102.250     96.580   -111.930     80.350
      3.014   -162.380    372.470   -101.080     96.220   -112.400     80.640
      3.029   -160.970    370.830    -99.910     97.180   -113.130     81.170
      3.043   -159.550    369.200    -98.730     95.860   -113.200     83.060
      3.057   -158.140    367.550    -97.540     97.640   -113.670     82.240
      3.071   -156.710    365.910    -96.350     98.870   -112.420     82.120
      3.086   -155.270    364.250    -95.170    100.800   -114.080     81.010
      3.100   -153.810    362.580    -93.990    102.650   -115.350     81.240
      3.114   -152.340    360.900    -92.790    102.250   -115.890     82.140
      3.129   -150.880    359.210    -91.590    101.910   -116.860     83.760
      3.143   -149.410    357.510    -90.380    101.610   -117.510     82.870
      3.157   -147.950    355.790    -89.170    101.880   -119.910     83.910
      3.171   -146.480    354.050    -87.950    103.390   -119.830     83.600
      3.186   -145.000    352.310    -86.740    102.890   -121.220     84.180
      3.200   -143.510    350.550    -85.520    102.410   -121.640     84.290
      3.214   -142.030    348.780    -84.300    102.590   -122.280     84.740
      3.229   -140.550    347.000    -83.080    102.700   -123.140     85.770
      3.243   -139.060    345.200    -81.850    103.870   -125.330     86.100
      3.257   -137.550    343.380    -80.600    103.780   -126.860     86.920
      3.271   -136.040    341.540    -79.360    105.160   -127.120     88.200
      3.286   -134.520    339.690    -78.100    105.320   -129.830     88.340
      3.300   -133.010    337.810    -76.830    105.430   -131.030     88.770
      3.314   -131.480    335.910    -75.560    105.750   -131.850     89.480
      3.329   -129.950    334.010    -74.280    107.120   -132.760     88.680
      3.343   -128.410    332.080    -73.010    107.580   -134.050     89.170
      3.357   -126.840    330.150    -71.750    111.630   -135.230     87.370
      3.371   -125.240    328.190    -70.480    113.020   -138.310     89.590
      3.386   -123.640    326.200    -69.200    113.040   -139.280     90.980
      3.400   -122.040    324.200    -67.920    113.210   -141.600     89.120
      3.414   -120.410    322.170    -66.660    115.950   -142.850     89.050
      3.429   -118.780    320.120    -65.400    114.940   -145.110     88.560
      3.443   -117.140    318.050    -64.140    114.520   -146.750     89.140
      3.457   -115.510    315.950    -62.890    114.220   -147.560     88.540
      3.471   -113.860    313.830    -61.650    116.190   -150.880     87.550
      3.486   -112.200    311.660    -60.400    117.370   -155.040     88.210
      3.500   -110.530    309.440    -59.170    117.450   -158.830     88.110
      3.514   -108.860    307.190    -57.930    116.080   -161.210     89.070
      3.529   -107.190    304.910    -56.690    117.390   -163.780     90.060
      3.543   -105.500    302.590    -55.440    117.790   -165.740     90.540
      3.557   -103.800    300.240    -54.220    119.330   -169.210     88.970
      3.571   -102.080    297.850    -52.990    119.330   -170.940     91.090
      3.586   -100.360    295.430    -51.760    119.630   -173.630     89.930
      3.600    -98.640    292.960    -50.530    119.400   -176.180     90.710
      3.614    -96.910    290.460    -49.320    118.800   -177.250     88.510
      3.629    -95.170    287.920    -48.110    120.520   -181.110     88.250
      3.643    -93.410    285.340    -46.920    121.040   -181.960     86.970
      3.657    -91.640    282.710    -45.730    120.980   -186.270     85.600
      3.671    -89.870    280.040    -44.550    123.210   -188.520     84.320
      3.686    -88.070    277.310    -43.400    124.470   -192.500     83.080
      3.700    -86.260    274.530    -42.250    124.020   -196.280     81.390
      3.714    -84.460    271.700    -41.120    124.940   -200.670     80.240
      3.729    -82.640    268.790    -40.010    127.120   -205.520     79.470
      3.743    -80.820    265.830    -38.900    125.460   -209.520     79.070
      3.757    -79.000    262.800    -37.810    126.510   -215.550     76.620
      3.771    -77.180    259.680    -36.740    125.510   -221.290     74.030
      3.786    -75.360    256.470    -35.690    125.590   -228.340     73.090
      3.800    -73.550    253.180    -34.670    125.120   -232.970     69.760
      3.814    -71.750    249.810    -33.690    126.500   -240.420     66.490
      3.829    -69.950    246.340    -32.750    126.970   -246.530     62.970
      3.843    -68.160    242.780    -31.860    126.010   -253.550     59.200
      3.857    -66.400    239.120    -31.030    123.920   -260.550     53.000
      3.871    -64.670    235.360    -30.280    122.720   -269.550     49.200
      3.886    -62.980    231.470    -29.600    118.680   -279.840     43.340
      3.900    -61.350    227.450    -29.030    112.470   -287.640     34.900
      3.914    -59.820    223.340    -28.570    104.360   -294.140     24.980
      3.929    -58.400    219.140    -28.270     95.980   -298.710     13.130
      3.943    -57.110    214.860    -28.140     85.570   -304.260     -0.710
      3.957    -55.960    210.540    -28.200     74.940   -303.940    -15.240
      3.971    -54.970    206.230    -28.470     64.620   -301.780    -29.830
      3.986    -54.150    201.980    -28.940     52.720   -294.820    -41.600
      4.000    -53.510    197.840    -29.570     41.550   -285.350    -51.820
      4.014    -53.010    193.850    -30.350     33.340   -275.990    -58.680
      4.029    -52.420    190.030    -31.810     27.480   -267.780    -64.450
      4.043    -52.080    186.360    -32.810     22.820   -254.850    -66.250
      4.057    -51.780    183.070    -34.120     20.160   -243.460    -67.500
      4.071    -51.600    179.810    -35.170     17.130   -231.970    -67.020
      4.086    -51.400    176.700    -36.220     17.430   -221.010    -67.560
      4.100    -51.200    173.670    -37.230     16.820   -211.760    -66.300
      4.114    -51.570    170.100    -36.930     12.680   -199.280    -64.980
      4.129    -50.840    168.050    -39.130     18.580   -194.370    -62.350
      4.143    -50.640    165.350    -39.980     21.530   -187.460    -59.640
      4.157    -50.400    162.780    -40.810     22.740   -180.390    -55.280
      4.171    -50.180    160.300    -41.570     22.280   -173.560    -50.880
      4.186    -50.000    157.910    -42.270     22.400   -167.950    -48.350
      4.200    -49.760    155.590    -42.960     24.900   -163.520    -44.830
      4.214    -49.490    153.320    -43.600     24.390   -158.770    -42.670
      4.229    -49.240    151.130    -44.180     25.820   -153.130    -37.880
      4.243    -48.940    149.020    -44.710     27.260   -149.670    -35.200
      4.257    -48.660    146.930    -45.210     25.980   -145.810    -32.960
      4.271    -48.390    144.900    -45.650     26.810   -141.040    -29.610
      4.286    -48.060    142.930    -46.050     27.600   -136.710    -26.100
      4.300    -47.770    141.010    -46.340     26.770   -131.600    -23.540
      4.314    -47.480    139.170    -46.620     27.350   -127.160    -22.210
      4.329    -47.200    137.360    -46.880     27.690   -124.130    -20.920
      4.343    -46.930    135.630    -47.080     27.120   -118.930    -16.790
      4.357    -46.680    133.970    -47.260     26.790   -115.450    -15.070
      4.371    -46.450    132.370    -47.430     26.610   -111.850    -15.390
      4.386    -46.220    130.800    -47.590     25.820   -109.820    -12.400
      4.400    -46.000    129.260    -47.710     24.450   -107.020     -9.450
      4.414    -45.790    127.770    -47.820     24.740   -104.110     -9.170
      4.429    -45.560    126.320    -47.900     23.650   -100.410     -5.460
      4.443    -45.360    124.940    -47.990     22.590    -97.600     -5.230
      4.457    -45.180    123.630    -48.050     23.590    -93.390     -3.500
      4.471    -44.930    122.320    -48.100     21.820    -90.470     -1.760
      4.486    -44.720    121.100    -48.140     21.780    -85.040     -1.490
      4.500    -44.470    119.920    -48.210     22.740    -83.710     -1.130
      4.514    -44.200    118.760    -48.240     21.630    -81.200      0.750
      4.529    -43.990    117.610    -48.240     21.060    -77.900      1.250
      4.543    -43.760    116.520    -48.250     20.900    -75.130      1.130
      4.557    -43.480    115.450    -48.230     20.500    -71.570      1.980
      4.571    -43.270    114.460    -48.180     20.800    -66.580      2.720
      4.586    -43.000    113.510    -48.150     21.540    -64.180      3.130
      4.600    -42.780    112.580    -48.060     20.520    -62.610      4.090
      4.614    -42.540    111.680    -47.940     18.690    -59.990      6.090
      4.629    -42.040    109.680    -46.790     14.180    -55.810      8.350
      4.643    -41.840    108.890    -46.670     15.640    -55.200      8.900
      4.657    -41.630    108.140    -46.530     16.140    -52.320     10.960
      4.671    -41.420    107.420    -46.390     15.000    -50.750     10.920
      4.686    -41.220    106.710    -46.240     14.940    -49.580     12.680
      4.700    -41.010    106.050    -46.080     14.510    -46.530     12.500
      4.714    -40.810    105.420    -45.920     14.020    -44.210     14.030
      4.729    -40.590    104.830    -45.740     14.930    -41.640     15.570
      4.743    -40.380    104.280    -45.560     13.800    -38.570     13.750
      4.757    -40.170    103.760    -45.380     14.540    -35.770     13.420
